Datum,Wochentag,DatumNEU,KW,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Profi,AHV,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Unterbrechungsursache,Bemerkung,Fehlercode,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Station/ OP_3,Station/ OP_4,Station/ OP_5,Bemerkung_norm,Bemerkung_std,Unterbrechungsursache_norm,Unterbrechungsursache_std
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,08:00:00,09:00:00,60.00000000000003,4.0,,8.0,3.0,11.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,08:00:00,09:00:00,60.00000000000003,4.0,,8.0,3.0,11.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,09:30:00,10:00:00,30.000000000000053,4.0,,2.0,,2.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,09:30:00,10:00:00,30.000000000000053,4.0,,2.0,,2.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,12.0,,12.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R07/R08,R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,12.0,,12.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,10:00:00,11:00:00,59.99999999999995,4.0,,12.0,,12.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,8.0,,8.0,,8.0,,,,R 07,Zündfehler,,,R07/R08,R 07,R 08,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,8.0,,8.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,8.0,,8.0,,5.0,,,,R 05,Freitext,Suchfahrt,,R 05,R 05,,,,,suchfahrt,suchfahrt,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,11:00:00,12:00:00,60.00000000000003,4.0,,8.0,,8.0,,5.0,,,,R 03,,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,,
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,4.0,,8.0,,8.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,4.0,,8.0,,8.0,,8.0,,,,R 04,Gasdüse und Kontaktrohr getauscht,,,R 04,R 04,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,f,12:00:00,13:00:00,59.99999999999995,4.0,,8.0,,8.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,13:00:00,14:00:00,60.00000000000011,4.0,,2.0,,2.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,13:00:00,14:00:00,60.00000000000011,4.0,,2.0,,2.0,,7.0,,,,OP 70L,Freitext,"Im OP70L lag schon ein Deckblech, R02 hat noch eins oben drauf gelegt.",,"OP70L,R02",OP 70L,R 02,,,,"im op70l lag schon ein deckblech, r02 hat noch eins oben drauf gelegt.","im op70l lag schon ein deckblech, r02 hat noch eins oben drauf gelegt.",freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,13:00:00,14:00:00,60.00000000000011,4.0,,2.0,,2.0,,4.0,,,,OP 100 L,Bauteil nicht gespannt,,,OP 100 L,OP 100 L,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,14:00:00,15:00:00,59.99999999999995,4.0,,4.0,4.0,8.0,,5.0,,,,R 07,Zündfehler,Ohne Fehlermeldung.,,R 07,R 07,,,,,ohne fehlermeldung.,ohne fehlermeldung.,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,,5.0,5.0,,10.0,,,,OP 100R,Störung,L=2814 R02 hat das Deckblech falsch abgelegt 2x,,"OP100R,R02",OP 100R,R 02,,,,l=2814 r02 hat das deckblech falsch abgelegt 2x,l=2814 r02 hat das deckblech falsch abgelegt 2x,störung,störung
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,,5.0,5.0,,,,,18.0,OP 60,Freitext,Auf Deckbleche warten.,,OP 60,OP 60,,,,,auf deckbleche warten.,auf deckbleche warten,freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,,5.0,5.0,,,,5.0,,R 07,Gasdüse und Kontaktrohr getauscht,,,"R07,R08",R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,15:00:00,16:00:00,59.99999999999995,4.0,,,5.0,5.0,,,,4.0,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,16:00:00,17:00:00,60.00000000000011,4.0,,4.0,3.0,7.0,,10.0,,,,OP 150.1R,Bauteil fallen gelassen,,,"OP150.1R,R02",OP 150.1R,R 02,,,,,,bauteil fallen gelassen,bauteil fallen gelassen
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,16:00:00,17:00:00,60.00000000000011,4.0,,4.0,3.0,7.0,,8.0,,,,R 09,Freitext,"Brenner verliert viel Kühlflüssigkeit, Robotertechniker informiert, Brenner austauschen.",,R 09,R 09,,,,,"brenner verliert viel kühlflüssigkeit, robotertechniker informiert, brenner austauschen.","brenner verliert viel kühlflüssigkeit, robotertechniker informiert, brenner austauschen.",freitext,freitext
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,4.0,,4.0,,7.0,,,,OP 100R,Störung,L=2814 R02 hat das Deckblech falsch abgelegt,,"OP100R,R02",OP 100R,R 02,,,,l=2814 r02 hat das deckblech falsch abgelegt,l=2814 r02 hat das deckblech falsch abgelegt.,störung,störung
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,4.0,,4.0,,4.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,4.0,,4.0,,,,4.0,,R 07,Gasdüse getauscht,,,"R07,R08",R 07,R 08,,,,,,gasdüse getauscht,gasdüse getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,17:30:00,18:00:00,30.000000000000053,4.0,,4.0,,4.0,,,,3.0,,R 09,Gasdüse getauscht,,,R 09,R 09,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,18:00:00,19:00:00,59.99999999999995,4.0,,10.0,,10.0,,3.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,8.0,,8.0,,4.0,,,,R 04,Zündfehler,,,R 04,R 04,,,,,,,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,8.0,,8.0,,3.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,8.0,,8.0,,,,4.0,,R 07,Gasdüse getauscht,,,"R07,R08",R 07,R 08,,,,,,gasdüse getauscht,gasdüse getauscht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,19:00:00,20:00:00,60.00000000000011,4.0,,8.0,,8.0,,5.0,,,,R 09,Zündfehler,Ohne Fehlermeldung.,,R 09,R 09,,,,,ohne fehlermeldung.,ohne fehlermeldung.,zündfehler,zündfehler
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,20:00:00,21:00:00,59.99999999999995,4.0,,6.0,2.0,8.0,,3.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-02-03,5.0,2023-02-03 00:00:00,2023/05,s,20:00:00,21:00:00,59.99999999999995,4.0,,6.0,2.0,8.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,21:00:00,22:00:00,59.99999999999995,5.0,1.0,7.0,,8.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,21:00:00,22:00:00,59.99999999999995,5.0,1.0,7.0,,8.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,5.0,,6.0,,6.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,5.0,,6.0,,6.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,5.0,,6.0,,6.0,,8.0,,,,R 03,Greiferfehler U-Profil,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,greiferfehler u-profil,greiferfehler u-profil
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,22:00:00,23:00:00,60.00000000000011,5.0,,6.0,,6.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,6.0,,6.0,,8.0,,,,R 02,Freitext,hat DB falsch abgelegt   L 2814,,R 02,R 02,,,,,hat db falsch abgelegt l 2814,hat db falsch abgelegt l 2814,freitext,freitext
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,6.0,,6.0,,8.0,,,,R 03,Greiffehler U-Profil,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,greiffehler u-profil,greiffehler u-profil
2023-02-05,7.0,2023-02-05 00:00:00,2023/05,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,5.0,,6.0,,6.0,,5.0,,,,R 06,Suchfahrt,,,R 06,R 06,,,,,,,suchfahrt,suchfahrt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,00:00:00,01:00:00,59.999999999999986,5.0,,6.0,2.0,8.0,,8.0,,,,R 06,Zündfehler,Suchfahrt,,R 06,R 06,,,,,suchfahrt,suchfahrt,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,00:00:00,01:00:00,59.999999999999986,5.0,,6.0,2.0,8.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,00:00:00,01:00:00,59.999999999999986,5.0,,6.0,2.0,8.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R07/R08,R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,00:00:00,01:00:00,59.999999999999986,5.0,,6.0,2.0,8.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,01:30:00,02:00:00,29.999999999999993,5.0,,,6.0,6.0,,8.0,,,,R 08,Störung,,,R 08,R 08,,,,,,,störung,störung
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,02:00:00,03:00:00,60.0,5.0,,,,0.0,,8.0,,,,R 09,Brenner gereinigt,,,R 09,R 09,,,,,,,brenner gereinigt,brenner gereinigt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,02:00:00,03:00:00,60.0,5.0,,,,0.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,02:00:00,03:00:00,60.0,5.0,,,,0.0,,,,,30.0,OP 60,Freitext,Gestell 2.2 falsch gepackt soll 2850 ist 2900   Kein li. DB 036   OP 70/ OP 25 B Li geräumt,,OP 60,OP 60,,,,,gestell 2.2 falsch gepackt soll 2850 ist 2900 kein li. db 036 op 70/ op 25 b li geräumt,gestell 2.2 falsch gepackt soll 2850 ist 2900 kein li. db 036 op 70/ op 25 b li geräumt,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,03:00:00,04:00:00,60.00000000000007,5.0,2.0,,10.0,12.0,,,,,10.0,OP 60,Freitext,Gestell 2.2 falsch gepackt soll 2850 ist 2900   Kein li. DB 036  OP 70/ OP 25 B Li geräumt,,OP 60,OP 60,,,,,gestell 2.2 falsch gepackt soll 2850 ist 2900 kein li. db 036 op 70/ op 25 b li geräumt,gestell 2.2 falsch gepackt soll 2850 ist 2900 kein li. db 036 op 70/ op 25 b li geräumt,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,03:00:00,04:00:00,60.00000000000007,5.0,2.0,,10.0,12.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,03:00:00,04:00:00,60.00000000000007,5.0,2.0,,10.0,12.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,04:00:00,05:00:00,59.999999999999865,5.0,,,6.0,6.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,04:00:00,05:00:00,59.999999999999865,5.0,,,6.0,6.0,,8.0,,,,OP 130.3,Freitext,Freigabe weggefallen R02,,OP 130.3 ,OP 130.3,,,,,freigabe weggefallen r02,freigabe weggefallen r02,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,04:00:00,05:00:00,59.999999999999865,5.0,,,6.0,6.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,n,04:00:00,05:00:00,59.999999999999865,5.0,,,6.0,6.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,05:00:00,06:00:00,60.00000000000007,4.0,,8.0,,8.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,05:00:00,06:00:00,60.00000000000007,4.0,,8.0,,8.0,,3.0,,,,R 03,Greiferfehler Lattentasche,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,05:00:00,06:00:00,60.00000000000007,4.0,,8.0,,8.0,,5.0,,,,R 09,Zündfehler,Ohne Störung.,,R 09,R 09,,,,,ohne störung.,ohne störung.,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,06:00:00,07:00:00,60.00000000000003,4.0,,4.0,2.0,6.0,,5.0,,,,R 01,Bauteil fallen gelassen,manuell in OP 100 L eingelegt.,,R 01,R 01,,,,,manuell in op 100 l eingelegt.,manuell in op 100 l eingelegt.,bauteil fallen gelassen,bauteil fallen gelassen
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,06:00:00,07:00:00,60.00000000000003,4.0,,4.0,2.0,6.0,,5.0,,,,R 02,Bauteil fallen gelassen,"manuell in OP 100 L eingelegt,        R 09 Zündfehler als Folgefehler.",,"R 02, R 09",R 02,R 09,,,,"manuell in op 100 l eingelegt, r 09 zündfehler als folgefehler.","manuell in op 100 l eingelegt, r 09 zündfehler als folgefehler.",bauteil fallen gelassen,bauteil fallen gelassen
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,06:00:00,07:00:00,60.00000000000003,4.0,,4.0,2.0,6.0,,3.0,,,,R 03,Greiferfehler Lattentasche,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,4.0,12.0,,5.0,,,,OP 130 P2,Freitext,Sensor gereinigt.,,OP 130 P2,OP 130 P2,,,,,sensor gereinigt.,sensor gereinigt.,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,4.0,12.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,07:00:00,08:00:00,59.99999999999995,4.0,,8.0,4.0,12.0,,5.0,,,,R 03,Greiferfehler Lattentasche,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,08:00:00,09:00:00,60.00000000000003,4.0,,6.0,,6.0,,3.0,,,,R 09,Freitext,Düsen gereinigt.,,R 09,R 09,,,,,düsen gereinigt.,düsen gereinigt.,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,08:00:00,09:00:00,60.00000000000003,4.0,,6.0,,6.0,,3.0,,,,R 02,Parallelgreifer ,schließt nicht.,,R 02,R 02,,,,,schließt nicht.,schließt nicht.,parallelgreifer,parallelgreifer
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,08:00:00,09:00:00,60.00000000000003,4.0,,6.0,,6.0,,5.0,,,,R 03,Greiferfehler Lattentasche,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,08:00:00,09:00:00,60.00000000000003,4.0,,6.0,,6.0,,6.0,,,,R 09,Zündfehler,R 06: Suchfahrtfehler.,,"R 09, R 06",R 09,R 06,,,,r 06: suchfahrtfehler.,r 06: suchfahrtfehler.,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,09:30:00,10:00:00,30.000000000000053,4.0,,5.0,,5.0,,3.0,,,,OP 100 R,Bauteil nicht gespannt,L: 2814,,OP 100 R,OP 100 R,,,,,l: 2814,l: 2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,09:30:00,10:00:00,30.000000000000053,4.0,,5.0,,5.0,,,,9.0,,R 07,Gasdüse und Kontaktrohr getauscht,,,"R 07, R 08, R 09",R 07,R 08,R 09,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,10:00:00,11:00:00,59.99999999999995,4.0,,9.0,,9.0,,9.0,,,,OP 100 R,Bauteil nicht gespannt,L: 2814,,OP 100 R,OP 100 R,,,,,l: 2814,l: 2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,10:00:00,11:00:00,59.99999999999995,4.0,,9.0,,9.0,,7.0,,,,R 03,Greiferfehler Lattentasche,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,11:00:00,12:00:00,60.00000000000003,4.0,,9.0,,9.0,,3.0,,,,R 09,Freitext,Suchfahrtfehler.,,R 09,R 09,,,,,suchfahrtfehler.,suchfahrtfehler.,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,11:00:00,12:00:00,60.00000000000003,4.0,,9.0,,9.0,,3.0,,,,R 06,Freitext,Suchfahrtfehler.,,R 06,R 06,,,,,suchfahrtfehler.,suchfahrtfehler.,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,11:00:00,12:00:00,60.00000000000003,4.0,,9.0,,9.0,,7.0,,,,OP 100 R,Bauteil nicht gespannt,L: 2814,,OP 100 R,OP 100 R,,,,,l: 2814,l: 2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,12:00:00,13:00:00,59.99999999999995,4.0,,6.0,,6.0,,3.0,,,,OP 100 R,Bauteil nicht gespannt,L: 2814,,OP 100 R,OP 100 R,,,,,l: 2814,l: 2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,12:00:00,13:00:00,59.99999999999995,4.0,,6.0,,6.0,,5.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R 07,R 07,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,12:00:00,13:00:00,59.99999999999995,4.0,,6.0,,6.0,,3.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,f,12:00:00,13:00:00,59.99999999999995,4.0,,6.0,,6.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,13:00:00,14:00:00,60.00000000000011,4.0,,8.0,,8.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,13:00:00,14:00:00,60.00000000000011,4.0,,8.0,,8.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,14:00:00,15:00:00,59.99999999999995,4.0,1.0,10.0,,11.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,14:00:00,15:00:00,59.99999999999995,4.0,1.0,10.0,,11.0,,5.0,,,,R 04,Gasdüse und Kontaktrohr getauscht,,,R 04,R 04,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,14:00:00,15:00:00,59.99999999999995,4.0,1.0,10.0,,11.0,,10.0,,,,OP 90 L,Räumen,,,OP 90 L,OP 90 L,,,,,,,räumen,räumen
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,14:00:00,15:00:00,59.99999999999995,4.0,1.0,10.0,,11.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,15:00:00,16:00:00,59.99999999999995,4.0,1.0,,6.0,7.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,15:00:00,16:00:00,59.99999999999995,4.0,1.0,,6.0,7.0,,12.0,,,,OP 130 P2,Freitext,Pleumatikschlauch getauscht,,OP 130 P2,OP 130 P2,,,,,pleumatikschlauch getauscht,pleumatikschlauch getauscht,freitext,freitext
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,15:00:00,16:00:00,59.99999999999995,4.0,1.0,,6.0,7.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,16:00:00,17:00:00,60.00000000000011,4.0,,,7.0,7.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,16:00:00,17:00:00,60.00000000000011,4.0,,,7.0,7.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,17:30:00,18:00:00,30.000000000000053,4.0,,,2.0,2.0,,5.0,,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-02-06,1.0,2023-02-06 00:00:00,2023/06,s,17:30:00,18:00:00,30.000000000000053,4.0,,,2.0,2.0,,5.0,,,,R 03,Parallelgreifer ,,,R 03,R 03,,,,,,,parallelgreifer,parallelgreifer
