Datum,Wochentag,DatumNEU,KW,Schicht,Zeit von,Zeit bis,Dauer Arbeits-zeit,Anzahl MA,Menge N.i. O.,Profi,AHV,Menge Gesamt (Stück),Dauer Org-Mangel,Dauer Anlagen-Ausfall,Störung aufgrund Vormaterial,Dauer Anlagen-Ausfall intern,Dauer Logistik- Defizite,Station/ OP,Unterbrechungsursache,Bemerkung,Fehlercode,Station/ OP_raw,Station/ OP_1,Station/ OP_2,Station/ OP_3,Station/ OP_4,Station/ OP_5,Bemerkung_norm,Bemerkung_std,Unterbrechungsursache_norm,Unterbrechungsursache_std
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,s,20:00:00,21:00:00,59.99999999999995,6.0,,,4.0,4.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,21:00:00,22:00:00,59.99999999999995,4.0,1.0,,2.0,3.0,,15.0,,,,OP 40 R,Störung,"R04 kriegt keine Programmnummer, Schrittkette passt nicht. Fehlersuche. OP40R,OP90R räumen.",,OP 40 R,OP 40 R,,,,,"r04 kriegt keine programmnummer, schrittkette passt nicht. fehlersuche. op40r,op90r räumen.","r04 kriegt keine programmnummer, schrittkette passt nicht. fehlersuche. op40r,op90r räumen.",störung,störung
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,21:00:00,22:00:00,59.99999999999995,4.0,1.0,,2.0,3.0,,,,7.0,,,Freitext,Versammlung.,,,,,,,,versammlung.,versammlung.,freitext,freitext
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,21:00:00,22:00:00,59.99999999999995,4.0,1.0,,2.0,3.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,21:00:00,22:00:00,59.99999999999995,4.0,1.0,,2.0,3.0,,3.0,,,,OP 130.3R,Störung,Sensor gereinigt.,,OP130.3R,OP 130.3R,,,,,sensor gereinigt.,sensor gereinigt.,störung,störung
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,22:00:00,23:00:00,60.00000000000011,4.0,,,3.0,3.0,,7.0,,,,R 03,Störung,"R03 Gr.3 Schaltzustandfehler, reinigen.",,R 03,R 03,,,,,"r03 gr.3 schaltzustandfehler, reinigen.","r03 gr.3 schaltzustandfehler, reinigen.",störung,störung
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,22:00:00,23:00:00,60.00000000000011,4.0,,,3.0,3.0,,,6,,,OP 100 L,Bauteil nicht gespannt,L=2814,,OP 100 L,OP 100 L,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,22:00:00,23:00:00,60.00000000000011,4.0,,,3.0,3.0,,,3,,,OP 100 R,Bauteil nicht gespannt,L=2814,,OP 100 R,OP 100 R,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,22:00:00,23:00:00,60.00000000000011,4.0,,,3.0,3.0,,,,8.0,,,,Fertige Heckrungen nachbohren.,,,,,,,,fertige heckrungen nachbohren.,fertige heckrungen nachbohren.,,
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,,2.0,2.0,,,9,,,OP 100 R,Bauteil nicht gespannt,L=2814,,OP 100 R,OP 100 R,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,,2.0,2.0,,,6,,,OP 100 L,Bauteil nicht gespannt,L=2814,,OP 100 L,OP 100 L,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,,2.0,2.0,,8.0,,,,OP 100 R,Störung,Spanner nicht entspannt.,,OP 100 R,OP 100 R,,,,,spanner nicht entspannt.,spanner nicht entspannt.,störung,störung
2023-03-09,4.0,2023-03-09 00:00:00,2023/10,,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,,2.0,2.0,,4.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,00:00:00,01:00:00,59.999999999999986,4.0,,12.0,,12.0,,,3,,,OP 100 L,Bauteil nicht gespannt,L=2814,,OP 100 L,OP 100 L,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,00:00:00,01:00:00,59.999999999999986,4.0,,12.0,,12.0,,,6,,,OP 100 R,Bauteil nicht gespannt,L=2814,,OP 100 R,OP 100 R,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,00:00:00,01:00:00,59.999999999999986,4.0,,12.0,,12.0,,,,7.0,,R 07,Gasdüse und Kontaktrohr getauscht,,,"R07,R08,R09",R 07,R 08,R 09,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,00:00:00,01:00:00,59.999999999999986,4.0,,12.0,,12.0,,3.0,,,,R 03,Sensor Schaltet nicht,Ausrichtstation.,,R 03,R 03,,,,,ausrichtstation.,ausrichtstation.,sensor schaltet nicht,sensor schaltet nicht
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,01:30:00,02:00:00,29.999999999999993,4.0,,,,0.0,,30.0,,,,OP 100 R,Störung,"Es wird ständig angezeigt,dass Zylinder von  Verstärkungsprofil nicht entspannt ist.",,OP 100 R,OP 100 R,,,,,"es wird ständig angezeigt,dass zylinder von verstärkungsprofil nicht entspannt ist.","es wird ständig angezeigt,dass zylinder von verstärkungsprofil nicht entspannt ist.",störung,störung
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,01:30:00,02:00:00,29.999999999999993,4.0,,,,0.0,,,,,,,,Fehlersuche mit Robotertechniker.,,,,,,,,fehlersuche mit robotertechniker.,fehlersuche mit robotertechniker.,,
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,02:00:00,03:00:00,60.0,4.0,,2.0,,2.0,,50.0,,,,OP 100 R,Störung,"Es wird ständig angezeigt,dass Zylinder von  Verstärkungsprofil nicht entspannt ist.",,OP 100 R,OP 100 R,,,,,"es wird ständig angezeigt,dass zylinder von verstärkungsprofil nicht entspannt ist.","es wird ständig angezeigt,dass zylinder von verstärkungsprofil nicht entspannt ist.",störung,störung
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,02:00:00,03:00:00,60.0,4.0,,2.0,,2.0,,,,,,,,Fehlersuche mit Robotertechniker.,,,,,,,,fehlersuche mit robotertechniker.,fehlersuche mit robotertechniker.,,
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,03:00:00,04:00:00,60.00000000000007,4.0,,4.0,,4.0,,,6,,,OP 100 L,Bauteil nicht gespannt,L=2814,,OP 100 L,OP 100 L,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,03:00:00,04:00:00,60.00000000000007,4.0,,4.0,,4.0,,,9,,,OP 100 R,Bauteil nicht gespannt,L=2814,,OP 100 R,OP 100 R,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,03:00:00,04:00:00,60.00000000000007,4.0,,4.0,,4.0,,,,15.0,,R 08,Schweißdraht tauschen,,,R 08,R 08,,,,,,,schweißdraht tauschen,schweißdraht tauschen
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,03:00:00,04:00:00,60.00000000000007,4.0,,4.0,,4.0,,8.0,,,,R 07,Zündfehler,,,"R 07,R09",R 07,R 09,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,04:00:00,05:00:00,59.999999999999865,4.0,,8.0,,8.0,,,6,,,OP 100 R,Bauteil nicht gespannt,L=2814,,OP 100 R,OP 100 R,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,04:00:00,05:00:00,59.999999999999865,4.0,,8.0,,8.0,,,3,,,OP 100 L,Bauteil nicht gespannt,L=2814,,OP 100 L,OP 100 L,,,,,l=2814,l=2814,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,,04:00:00,05:00:00,59.999999999999865,4.0,,8.0,,8.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,05:00:00,06:00:00,60.00000000000007,4.0,,,7.0,7.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,05:00:00,06:00:00,60.00000000000007,4.0,,,7.0,7.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,06:00:00,07:00:00,60.00000000000003,4.0,,,7.0,7.0,,25.0,,,,R 08,Zündfehler,Draht neu verlegt und die Drahtförderwege durchgeblasen,,R 08,R 08,,,,,draht neu verlegt und die drahtförderwege durchgeblasen,draht neu verlegt und die drahtförderwege durchgeblasen,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,06:00:00,07:00:00,60.00000000000003,4.0,,,7.0,7.0,,,8,,,OP 100 R,Bauteil nicht gespannt,l=2650,,OP 100 R,OP 100 R,,,,,l=2650,l=2650,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,06:00:00,07:00:00,60.00000000000003,4.0,,,7.0,7.0,,5.0,,,,R 09,Freitext,Bleibt in der Brennerreinigung stecken.,,R 09,R 09,,,,,bleibt in der brennerreinigung stecken.,bleibt in der brennerreinigung stecken.,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,07:00:00,08:00:00,59.99999999999995,4.0,,,6.0,6.0,,5.0,,,,R 08,Zündfehler,OP 180 aktiviert!,,R 08,R 08,,,,,op 180 aktiviert!,op 180 aktiviert!,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,07:00:00,08:00:00,59.99999999999995,4.0,,,6.0,6.0,,5.0,,,,R 09,Freitext,Bleibt in der Brennerreinigung stecken.,,R 09,R 09,,,,,bleibt in der brennerreinigung stecken.,bleibt in der brennerreinigung stecken.,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,07:00:00,08:00:00,59.99999999999995,4.0,,,6.0,6.0,,5.0,,,,R 03,Greiferfehler Lattentasche,"Ausrichtstation, kl. Lattentasche.",,R 03,R 03,,,,,"ausrichtstation, kl. lattentasche.","ausrichtstation, kl. lattentasche.",greiferfehler lattentasche,greiferfehler lattentasche
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,07:00:00,08:00:00,59.99999999999995,4.0,,,6.0,6.0,,5.0,,,,R 09,Freitext,Bleibt in der Brennerreinigung stecken.,,R 09,R 09,,,,,bleibt in der brennerreinigung stecken.,bleibt in der brennerreinigung stecken.,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,08:00:00,09:00:00,60.00000000000003,4.0,,,4.0,4.0,,50.0,,,,OP 180,Störung,Anlage voll,,OP 180,OP 180,,,,,anlage voll,anlage voll,störung,störung
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,5.0,,,,R 07,Gasdüse getauscht,,,R 07,R 07,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,09:30:00,10:00:00,30.000000000000053,4.0,,,2.0,2.0,,15.0,,,,OP 180,Störung,steht ohne Fehlermeldung,,OP 180,OP 180,,,,,steht ohne fehlermeldung,steht ohne fehlermeldung,störung,störung
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,10:00:00,11:00:00,59.99999999999995,4.0,,,9.0,9.0,,20.0,,,,R 03,Greiferfehler Lattentasche,"OP 180 Störung , Anlage voll",,"R 03, OP 180",R 03,OP 180,,,,"op 180 störung , anlage voll","op 180 störung , anlage voll",greiferfehler lattentasche,greiferfehler lattentasche
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,10:00:00,11:00:00,59.99999999999995,4.0,,,9.0,9.0,,5.0,,,,R 09,Freitext,Bleibt in der Brennerreinigung stecken.,,R 09,R 09,,,,,bleibt in der brennerreinigung stecken.,bleibt in der brennerreinigung stecken.,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,10:00:00,11:00:00,59.99999999999995,4.0,,,9.0,9.0,,5.0,,,,R 09,Freitext,Bleibt in der Brennerreinigung stecken.Gasdüse getauscht,,R 09,R 09,,,,,bleibt in der brennerreinigung stecken.gasdüse getauscht,bleibt in der brennerreinigung stecken.gasdüse getauscht,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,10:00:00,11:00:00,59.99999999999995,4.0,,,9.0,9.0,,8.0,,,,R 07,Zündfehler,,,"R07, R08",R 07,R 08,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,11:00:00,12:00:00,60.00000000000003,4.0,1.0,,7.0,8.0,,,5,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,11:00:00,12:00:00,60.00000000000003,4.0,1.0,,7.0,8.0,,15.0,,,,R 02,Bauteil fallen gelassen,Magnetgreifer gereinigt,,R 02,R 02,,,,,magnetgreifer gereinigt,magnetgreifer gereinigt,bauteil fallen gelassen,bauteil fallen gelassen
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,11:00:00,12:00:00,60.00000000000003,4.0,1.0,,7.0,8.0,,10.0,,,,OP 100 L,Räumen,,,OP 100 L,OP 100 L,,,,,,,räumen,räumen
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,12:00:00,13:00:00,59.99999999999995,4.0,1.0,,4.0,5.0,,,,,,OP 100 L,Räumen,,,OP 100 L,OP 100 L,,,,,,,räumen,räumen
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,f,12:00:00,13:00:00,59.99999999999995,4.0,1.0,,4.0,5.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,13:00:00,14:00:00,60.00000000000011,5.0,,,6.0,6.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,13:00:00,14:00:00,60.00000000000011,5.0,,,6.0,6.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,13:00:00,14:00:00,60.00000000000011,5.0,,,6.0,6.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,13:00:00,14:00:00,60.00000000000011,5.0,,,6.0,6.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,14:00:00,15:00:00,59.99999999999995,5.0,,,8.0,8.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,14:00:00,15:00:00,59.99999999999995,5.0,,,8.0,8.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,14:00:00,15:00:00,59.99999999999995,5.0,,,8.0,8.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,15:00:00,16:00:00,59.99999999999995,5.0,1.0,,5.0,6.0,,15.0,,,,R 02,Freitext,hat DB fallen gelassen Sensoren schalten nicht,,R 02,R 02,,,,,hat db fallen gelassen sensoren schalten nicht,hat db fallen gelassen sensoren schalten nicht,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,15:00:00,16:00:00,59.99999999999995,5.0,1.0,,5.0,6.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,16:00:00,17:00:00,60.00000000000011,5.0,1.0,,8.0,9.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,16:00:00,17:00:00,60.00000000000011,5.0,1.0,,8.0,9.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,16:00:00,17:00:00,60.00000000000011,5.0,1.0,,8.0,9.0,,15.0,,,,R 04,Freitext,hat keine Programnummer OP40 /OP90 geräumt,,R 04,R 04,,,,,hat keine programnummer op40 /op90 geräumt,hat keine programnummer op40 /op90 geräumt,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,18:00:00,19:00:00,59.99999999999995,5.0,,,2.0,2.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,18:00:00,19:00:00,59.99999999999995,5.0,,,2.0,2.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,18:00:00,19:00:00,59.99999999999995,5.0,,,2.0,2.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,18:00:00,19:00:00,59.99999999999995,5.0,,,2.0,2.0,,40.0,,,,OP 100 R,Freitext,Hydraulikschlauch defekt Schlosser informiert,,OP 100 R,OP 100 R,,,,,hydraulikschlauch defekt schlosser informiert,hydraulikschlauch defekt schlosser informiert,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,19:00:00,20:00:00,60.00000000000011,5.0,,,8.0,8.0,,10.0,,,,OP 100 R,Freitext,Hydraulikschlauch defekt Schlosser informiert,,OP 100 R,OP 100 R,,,,,hydraulikschlauch defekt schlosser informiert,hydraulikschlauch defekt schlosser informiert,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,19:00:00,20:00:00,60.00000000000011,5.0,,,8.0,8.0,,10.0,,,,R 02,Freitext,hat DB fallengelassen,,R 02,R 02,,,,,hat db fallengelassen,hat db fallen gelassen,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,19:00:00,20:00:00,60.00000000000011,5.0,,,8.0,8.0,,5.0,,,,R 09,Zündfehler,,,R 09,R 09,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,19:00:00,20:00:00,60.00000000000011,5.0,,,8.0,8.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,20:00:00,21:00:00,59.99999999999995,5.0,,,5.0,5.0,,5.0,,,,R 07,Zündfehler,,,R 07,R 07,,,,,,,zündfehler,zündfehler
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,20:00:00,21:00:00,59.99999999999995,5.0,,,5.0,5.0,,5.0,,,,R 03,Freitext,Asrichtstation,,R 03,R 03,,,,,asrichtstation,asrichtstation,freitext,freitext
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,20:00:00,21:00:00,59.99999999999995,5.0,,,5.0,5.0,,8.0,,,,R 09,Gasdüse und Kontaktrohr getauscht,,,R 09,R 09,,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
2023-03-10,5.0,2023-03-10 00:00:00,2023/10,s,20:00:00,21:00:00,59.99999999999995,5.0,,,5.0,5.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-12,7.0,2023-03-12 00:00:00,2023/10,n,21:00:00,22:00:00,59.99999999999995,4.0,,,6.0,6.0,,,,20.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-12,7.0,2023-03-12 00:00:00,2023/10,n,21:00:00,22:00:00,59.99999999999995,4.0,,,6.0,6.0,,5.0,,,,R 06,Messfehler,,,R 06,R 06,,,,,,,messfehler,messfehler
2023-03-12,7.0,2023-03-12 00:00:00,2023/10,n,22:00:00,23:00:00,60.00000000000011,4.0,1.0,,9.0,10.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-12,7.0,2023-03-12 00:00:00,2023/10,n,22:00:00,23:00:00,60.00000000000011,4.0,1.0,,9.0,10.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-12,7.0,2023-03-12 00:00:00,2023/10,n,23:00:00,1900-01-01 00:00:00,59.99999999999995,4.0,,,12.0,12.0,,5.0,,,,R 03,Greiferfehler Lattentasche,,,R 03,R 03,,,,,,,greiferfehler lattentasche,greiferfehler lattentasche
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,00:00:00,01:00:00,59.999999999999986,4.0,,6.0,,6.0,,5.0,,,,R 07,Gasdüse getauscht,,,R 07,R 07,,,,,,,gasdüse getauscht,gasdüse getauscht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,00:00:00,01:00:00,59.999999999999986,4.0,,6.0,,6.0,,5.0,,,,R 08,Zündfehler,,,R 08,R 08,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,00:00:00,01:00:00,59.999999999999986,4.0,,6.0,,6.0,,5.0,,,,R 06,Zündfehler,,,R 06,R 06,,,,,,,zündfehler,zündfehler
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,01:30:00,02:00:00,29.999999999999993,4.0,,0.0,,0.0,,,5,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,01:30:00,02:00:00,29.999999999999993,4.0,,0.0,,0.0,,25.0,,,,OP 100 L,Freitext,"Hydraulikleckage, Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydraulikleckage, schlosser informiert","hydraulikleckage, schlosser informiert",freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,02:00:00,03:00:00,60.0,4.0,,6.0,,6.0,,36.0,,,,OP 100 L,Freitext,"Hydraulikleckage, Schlosser informiert",,OP 100 L,OP 100 L,,,,,"hydraulikleckage, schlosser informiert","hydraulikleckage, schlosser informiert",freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,03:00:00,04:00:00,60.00000000000007,4.0,,4.0,,4.0,,10.0,,,,R 02,Bauteil fallen gelassen,,,R 02,R 02,,,,,,,bauteil fallen gelassen,bauteil fallen gelassen
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,03:00:00,04:00:00,60.00000000000007,4.0,,4.0,,4.0,,20.0,,,,OP 90 L,Sensor Schaltet nicht,"Sensor defekt , Rob Tech informiert",,OP 90 L,OP 90 L,,,,,"sensor defekt , rob tech informiert",sensor defekt rob tech informiert,sensor schaltet nicht,sensor schaltet nicht
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,04:00:00,05:00:00,59.999999999999865,4.0,1.0,7.0,,8.0,,,5,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,n,04:00:00,05:00:00,59.999999999999865,4.0,1.0,7.0,,8.0,,,,15.0,,,Reinigung,,,,,,,,,,,reinigung,reinigung
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,05:00:00,06:00:00,60.00000000000007,5.0,,6.0,,6.0,,,,23.0,,,Wartungsplan,,,,,,,,,,,wartungsplan,wartungsplan
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,05:00:00,06:00:00,60.00000000000007,5.0,,6.0,,6.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,05:00:00,06:00:00,60.00000000000007,5.0,,6.0,,6.0,,,8,,,OP 100 R,Bauteil nicht gespannt,,,OP 100 R,OP 100 R,,,,,,,bauteil nicht gespannt,bauteil nicht gespannt
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,06:00:00,07:00:00,60.00000000000003,5.0,1.0,4.0,,5.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,06:00:00,07:00:00,60.00000000000003,5.0,1.0,4.0,,5.0,,10.0,,,,R 09,Freitext,steckt in brennerreinigung fest Rob Tech informiert,,R 09,R 09,,,,,steckt in brennerreinigung fest rob tech informiert,steckt in brennerreinigung fest rob tech informiert,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,06:00:00,07:00:00,60.00000000000003,5.0,1.0,4.0,,5.0,,15.0,,,,R 01,Freitext,hat Bauteil fallengelassen  OP90/OP100 RE geräumt,,R 01,R 01,,,,,hat bauteil fallengelassen op90/op100 re geräumt,hat bauteil fallengelassen op90/op100 re geräumt,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,5.0,,4.0,1.0,5.0,,5.0,,,,R 03,Freitext,Ausrichtstation,,R 03,R 03,,,,,ausrichtstation,ausrichtstation,freitext,freitext
2023-03-13,1.0,2023-03-13 00:00:00,2023/11,f,07:00:00,08:00:00,59.99999999999995,5.0,,4.0,1.0,5.0,,8.0,,,,R 07,Gasdüse und Kontaktrohr getauscht,,,R07/R08,R 07,R 08,,,,,,gasdüse und kontaktrohr getauscht,gasdüse und kontaktrohr getauscht
